pathway	external_id	source	hgnc_symbol_ids
Interleukin-2 signaling	R-HSA-451927	Reactome	NRAS,SPTB,SPRED1,SPRED2,SPRED3,PTK2B,ARAF,RAPGEF2,RASAL1,RASAL3,RASAL2,EGF,PEBP1,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,PIK3CD,NF1,JAK2,GRIN1,FGFR1,FGA,FGB,CUL3,ERBB2,ERBB3,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,NRG1,KITLG,FGFR2,FGFR3,KRAS,INPP5D,SOS1,FN1,PPP2CA,PHB,PPP2CB,AKAP9,CSF2,KIT,PPP2R5B,UBA52,GRB2,UBB,UBC,LAT,RBX1,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,SPTAN1,HRAS,RPS27A,GAB2,ITGB3,FRS3,FRS2,ERBB4,KBTBD7,PIK3R3,JAK3,PIK3R1,JAK1,KSR1,KSR2,ANGPT1,EREG,FGG,RASGEF1A,CSK,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,DLG4,PPP5C,BTC,PPP2R5D,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,PDGFRB,PDGFRA,TLN1,PTPN6,RAP1B,RAP1A,SPTA1,RASGRP1,ARRB2,ARRB1,CNKSR2,RAF1,NCAM1,TEK,MAPK3,ITGA2B,CNKSR1,RASA1,HBEGF,FGF19,MAPK1,DUSP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,DUSP2,SRC,IL5RA,PAQR3,DAB2IP,LGALS9,FGF23,IL3RA,IL2RA,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,IRS1,IRS2,KL,STAT5B,STAT5A,IL5,IL2,IL3,PPP2R1A,PPP2R1B,PTK2,EGFR,MAP2K2,MAP2K1,WDR83,SYK,SPTBN5,SPTBN4,IQGAP1,SPTBN1,PIK3R2,INPPL1,MAP3K11,NEFL,FYN,SPTBN2,PEA15,YWHAB,FGF18,NRG3,NRG2,NRG4,BRAF,PDGFA,PDGFB,GRIN2D,KLB,VCL,SYNGAP1,RASA4,DUSP16,DUSP10,RASA2,RASA3,ACTN2,BRAP,LCK,GRIN2B,GRIN2C,GRIN2A,FGFR4,FGF20,PTPRA,PPP2R5C,HAVCR2
pyrimidine deoxyribonucleosides salvage	PWY-7199	HumanCyc	TYMS,DCK,TK2,CDA,TK1
glutathione redox reactions II	GLUT-REDOX-PWY	HumanCyc	GSR,GLRX
TPO signaling	None	INOH	JAK2,MPL,STAT3,THPO
Vitamins	R-HSA-211916	Reactome	CYP24A1,CYP26B1,CYP27B1,CYP2R1,CYP26A1,CYP26C1
HS-GAG degradation	R-HSA-2024096	Reactome	HPSE,HSPG2,SDC1,SDC2,SDC3,SDC4,IDS,GLB1,AGRN,GPC1,GPC2,GPC3,SGSH,GPC5,GPC6,GLB1L,NAGLU,HPSE2,GPC4,IDUA,GUSB
Heparan sulfate/heparin (HS-GAG) metabolism	R-HSA-1638091	Reactome	HS3ST6,HS3ST5,HS3ST3B1,GXYLT2,HS3ST1,HS2ST1,HSPG2,VCAN,IDS,BGN,AGRN,HS3ST4,B3GAT3,B3GAT2,B3GAT1,HPSE2,NDST4,DCN,NCAN,NDST1,NDST2,NDST3,HS3ST3A1,B4GALT7,GUSB,BCAN,B3GALT6,EXT2,EXT1,HS3ST2,NAGLU,HS6ST3,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,GLCE,IDUA,GLB1L,HPSE,CSPG4,CSPG5,SDC1,SDC2,SDC3,SDC4,GLB1,HS6ST1,HS6ST2,SGSH,SLC35D2,GXYLT1
BMP2 signaling TGF-beta MV	None	INOH	TGFB1,TGFB2,TGFB3,ACVR1,SMAD9,ACVR1B,SMAD4,SMAD5,SMAD6,SMAD7,SMAD1,SMAD2,SMAD3,BMPR1A,BMPR1B,BMP10,BMP15,SMARCA4,GDF9,STAT3,MAML3,MAML1,GDF3,GDF2,AMHR2,GDF7,GDF6,GDF5,INHBA,INHBB,INHBC,INHBE,NODAL,ACVR2B,GDF11,GDF10,ACVR2A,TGFBR1,ACVRL1,BMP8B,BAMBI,MAML2,EP300,BMP7,BMP6,BMP5,BMP4,BMP3,BMP2,MSTN,BMPR2,ZNF423,WT1,INHA,CREBBP,TGFBR2
Activation of Rac	R-HSA-428540	Reactome	NCK1,NCK2,RAC1,ROBO1,SLIT2,GPC1,SOS1,SOS2,PAK4,PAK6,PAK7,PAK1,PAK2,PAK3
pregnenolone biosynthesis	PWY66-377	HumanCyc	CYP11A1
Regulation of Commissural axon pathfinding by Slit and Robo	R-HSA-428542	Reactome	ROBO1,ROBO3,ROBO2,SLIT2
Regulation of signaling by CBL	R-HSA-912631	Reactome	CRKL,VAV1,PIK3CD,PIK3CB,FYN,CBL,SYK,GRB2,PIK3R3,PIK3R2,PIK3R1,PIK3CA,CRK,HCK,LYN,RAPGEF1,YES1,BLNK
Interleukin-3, 5 and GM-CSF signaling	R-HSA-512988	Reactome	CRKL,NRAS,SPTB,SPRED1,SPRED2,SPRED3,PTPN6,ARAF,RAPGEF1,RAPGEF2,RASAL1,RASAL3,RASAL2,EGF,PEBP1,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,PIK3CD,NF1,JAK2,LYN,FGFR1,FGA,FGB,CUL3,ERBB2,ERBB3,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,NRG1,FGFR4,FGFR2,FGFR3,KRAS,INPP5D,SOS1,FN1,PPP2CA,PHB,PTPN11,PPP2CB,AKAP9,CSF2,KIT,PPP2R5B,UBA52,GRB2,UBB,UBC,LAT,RBX1,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,SPTAN1,HRAS,RPS27A,GAB2,ITGB3,FRS3,FRS2,CRK,ERBB4,KBTBD7,PIK3R3,JAK3,PIK3R1,JAK1,KSR1,KSR2,ANGPT1,EREG,FGG,RASGEF1A,CSK,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,DLG4,VAV1,PPP5C,CBL,BTC,PPP2R5D,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,PDGFRB,PDGFRA,TLN1,IL2,RAP1B,RAP1A,SPTA1,RASGRP1,ARRB2,ARRB1,CNKSR2,RAF1,NCAM1,TEK,MAPK3,ITGA2B,TEC,CNKSR1,RASA1,HBEGF,FGF19,MAPK1,DUSP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,DUSP2,SRC,IL5RA,PAQR3,DAB2IP,IL3RA,GRIN1,IL2RA,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,IRS1,IRS2,KL,STAT5B,STAT5A,IL5,PRKACA,IL3,BLNK,PPP2R1A,PPP2R1B,PTK2,EGFR,MAP2K2,MAP2K1,WDR83,SYK,SPTBN5,SPTBN4,IQGAP1,SPTBN1,YWHAZ,PIK3R2,INPPL1,MAP3K11,NEFL,FYN,SPTBN2,PEA15,YES1,YWHAB,FGF18,NRG3,NRG2,NRG4,BRAF,PDGFA,PDGFB,GRIN2D,KLB,VCL,SYNGAP1,RASA4,DUSP16,DUSP10,RASA2,RASA3,ACTN2,BRAP,KITLG,FGF23,GRIN2B,GRIN2C,GRIN2A,FGF20,PTPRA,HCK,PPP2R5C
progesterone biosynthesis	PWY-7299	HumanCyc	HSD3B1,HSD3B2
superpathway of steroid hormone biosynthesis	PWY-7305	HumanCyc	CYP11A1,HSD17B3,CYP21A2,CYP19A1,SRD5A2,HSD3B1,CYP17A1,HSD17B11,CYP2A6,HSD3B2,HSD17B1,CYP11B2,SRD5A1,HSD17B7,CYP11B1,AKR1C3
Chondroitin sulfate biosynthesis	R-HSA-2022870	Reactome	CHST11,BCAN,CHST13,CHST12,CHST15,CSPG4,CSPG5,CHPF2,VCAN,CHSY3,BGN,CHSY1,CHST9,NCAN,DCN,CHPF,CSGALNACT2,CHST3,CHST7,CSGALNACT1
Inactivation of Cdc42 and Rac	R-HSA-428543	Reactome	RAC1,ROBO1,SRGAP1,SRGAP3,SRGAP2,GPC1,SLIT2,ARHGAP39,CDC42
Nuclear import of Rev protein	R-HSA-180746	Reactome	NUP88,AAAS,NUP133,NUP85,RARA,NUP62,SEH1L,RAN,NUP107,NUP43,NUP188,NUP214,NUP210,RANBP2,POM121,NUP98,NUP160,KPNB1,NUP93,RAE1,NUPL2,NPM1,RCC1,NUP50,ALK,NUP54,NUP58,NUP35,NUP37,NUP153,NUP155,NUP205,TPR
VEGF	None	INOH	RYK,PRKAG1,PLK3,PRKAG2,IKBKB,AKT1,AKT2,AKT3,ARAF,IKBKG,IKBKE,TYK2,MAP3K8,MAP3K9,GRK6,MAP3K3,GRK4,MAP3K1,PIK3CD,NTRK1,MAP3K5,PLK1,CSNK1D,CSNK1E,IRAK2,PRKG1,WEE1,IRAK1,PRKAG3,IRAK4,IGF1R,CAMK2D,CAMK2G,MAP4K2,CAMK2A,CAMK2B,CSNK1G2,CSNK1G3,SH2D2A,CSNK1G1,FGFR4,FGFR2,FGFR3,FGFR1,MAPK14,SYK,GSK3A,PTK2B,PLCG1,KIT,ELK1,GFRA1,PAK4,PAK6,PAK7,CCNH,PAK1,PAK2,ACVR1B,MAPKAPK5,GSK3B,MAPKAPK3,MAPKAPK2,ADRBK2,CDK1,PIK3CB,PRKACG,JAK2,JAK3,PIK3R1,PRKG2,BMPR2,NLK,CDC7,JAK1,FIGF,ACVRL1,PRKAB2,CSK,PRKAB1,CDK7,CHUK,VEGFA,PRKCG,VEGFC,VEGFB,ITPR3,ITPR1,TGFBR1,RPS6KA1,RPS6KA2,RPS6KA3,CSNK1A1,RPS6KA6,MOS,BMPR1A,MAP3K2,GRK7,CDK4,LCK,BTK,PDGFRB,PDGFRA,GRK5,MKNK1,BMPR1B,MAP3K7,PRKAR2A,PRKAR2B,MAPK10,MAPK11,MAPK12,MAPK13,FLT4,RAF1,FLT1,TEC,RPS6KB1,RPS6KB2,MAPK3,MAPK1,MAPK7,MAPK8,MAPK9,KDR,TGFBR2,ACVR2B,MTOR,PRKAR1A,PRKAR1B,LTK,MNAT1,RIPK1,ALK,MAP2K2,MAP2K1,BAD,ITK,MET,CDK2,CDK3,PRKACA,CDK5,CDK6,PRKACB,CDK8,CDK9,MAP2K6,MAP4K3,PTK2,ACVR1,ACVR2A,EGFR,PRKAA2,PRKAA1,MAP2K3,PLCG2,INSR,RIPK2,MAP2K7,NGFR,MAP2K5,MAP2K4,AMHR2,FYN,ADRBK1,ZAP70,PRKCI,PRKCH,PRKCA,PRKCB,PRKCE,PRKCD,SRC,PRKCZ,PIK3CA,PRKCQ,RIPK3,MAP3K10,MAP3K11,MAP3K12,MAP3K13,MAP3K14,BRAF,PDPK1
Role of Abl in Robo-Slit signaling	R-HSA-428890	Reactome	CLASP2,CLASP1,ROBO1,CAP1,CAP2,GPC1,SLIT2,ABL1,ABL2
PKA activation in glucagon signalling	R-HSA-164378	Reactome	ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,GNAS,ADCY8,ADCY9,PRKAR2A,PRKACG,PRKAR2B,PRKACA,PRKAR1A,PRKAR1B,PRKACB
putrescine degradation III	PWY-0	HumanCyc	ALDH3B2,SAT2,SAT1,ALDH3A2,ALDH3A1,ALDH3B1,ALDH2,MAOB,MAOA,ALDH1B1
glycerol degradation	PWY-4261	HumanCyc	GK,GK2,GK5,GK3P,GPD2
Proton-coupled neutral amino acid transporters	R-HSA-428559	Reactome	SLC36A2,SLC36A1
Dermatan sulfate biosynthesis	R-HSA-2022923	Reactome	BCAN,DSEL,NCAN,CHST14,CSPG4,CSPG5,VCAN,DCN,BGN,UST,DSE
Crosslinking of collagen fibrils	R-HSA-2243919	Reactome	TLL1,TLL2,LOXL3,LOXL4,BMP1,LOXL1,LOXL2,PCOLCE,LOX
Assembly of collagen fibrils and other multimeric structures	R-HSA-2022090	Reactome	COL10A1,MMP13,ITGA6,CD151,LAMB3,LOX,LOXL1,LOXL2,LOXL3,LOXL4,PCOLCE,CTSB,COL8A2,COL8A1,LAMA3,CTSL,ITGB4,TLL1,COL18A1,DST,TLL2,MMP1,COL4A6,COL4A5,COL4A4,PLEC,COL4A2,COL4A1,LAMC2,CTSS,MMP20,CTSV,COL15A1,COL4A3,COL7A1,BMP1,MMP9,COL6A1,MMP7,COL6A3,COL6A2,COL6A5,MMP3,COL6A6
Glycolysis	R-HSA-70171	Reactome	PPP2R1A,PPP2R1B,PPP2CB,GAPDH,TPI1,PGAM2,PGAM1,PKLR,PFKP,PFKM,PFKL,PGK1,GPI,HK2,HK3,GCK,HK1,GAPDHS,ENO1,ENO2,ENO3,ALDOA,ALDOC,ALDOB,PFKFB1,PFKFB3,PFKFB2,PFKFB4,PPP2CA,PPP2R5D,PKM
Interleukin-7 signaling	R-HSA-1266695	Reactome	IL7R,IL2RG,IL7,PIK3R3,PIK3R2,PIK3R1,JAK1,HGF,JAK3
Signaling by Interleukins	R-HSA-449147	Reactome	CRKL,PELI3,NRAS,SPTB,SPRED1,SPRED2,SPRED3,IKBKB,PTK2B,FGF20,ARAF,RAPGEF1,RAPGEF2,RASAL1,RASAL3,RASAL2,EGF,PEBP1,MAP3K8,MAPK3,CALM2,CALM3,CALM1,MAP3K3,PIK3CB,PIK3CD,MAP3K7,FGFR3,NF1,IRAK2,JAK2,LYN,FGFR1,CUL1,FGB,CUL3,ERBB2,ERBB3,STAT3,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,TNIP2,NRG1,FGFR4,IL6ST,FGFR2,TMEM189,KRAS,ANGPT1,INPP5D,SOCS3,FN1,PPP2CA,DUSP6,PTPN11,PPP2CB,AKAP9,CSF2,KIT,PPP2R5B,UBA52,GRB2,UBB,PHB,KLB,RBX1,IKBKG,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,SPTAN1,HRAS,RPS27A,GAB2,ITGB3,FRS3,FRS2,TYK2,CRK,KL,ERBB4,IL1R2,IL1R1,KBTBD7,EREG,STAT5B,TMEM189-UBE2V1,PIK3R3,JAK3,PIK3R1,JAK1,KSR1,KSR2,MYD88,IL3,FGG,RASGEF1A,DUSP7,CSK,UBC,CHUK,LAT,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,DLG4,IRAK3,IL1RN,RELA,IL7R,TOLLIP,UBE2N,VAV1,PPP5C,SKP1,CBL,BTC,PIK3CA,PPP2R5D,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,PDGFRB,PDGFRA,TLN1,IL2,NFKB2,PTPN6,RAP1B,RAP1A,SPTA1,RASA4,RASGRP1,ARRB2,ARRB1,IL1A,IL1B,CNKSR2,RAF1,NCAM1,TEK,PELI1,STAT1,PELI2,ITGA2B,TEC,CNKSR1,DUSP10,HBEGF,FGF19,MAPK1,DUSP9,SOS1,MARK3,DUSP5,DUSP4,DUSP8,FGF10,FGF17,FGF16,DUSP2,SRC,SQSTM1,IL5RA,PAQR3,DAB2IP,IL6R,LGALS9,FGF23,IL3RA,NFKB1,UBE2V1,GRIN1,IL18,IL2RA,IL2RB,IRAK1,RASGRF1,RASGRF2,IL2RG,DUSP1,UBE2NL,IRS1,IRS2,FGA,IL6,IL7,STAT5A,IL5,PRKACA,IRAK4,BLNK,PPP2R1A,PPP2R1B,PTK2,WDR83,EGFR,MAP2K2,MAP2K1,RIPK2,MAP2K6,MAP2K4,SYK,SPTBN5,SPTBN4,IQGAP1,SPTBN1,YWHAZ,PIK3R2,INPPL1,MAP3K11,NEFL,FYN,SPTBN2,PEA15,NOD1,YES1,NOD2,YWHAB,FGF18,NRG3,NRG2,NRG4,PDGFA,PDGFB,GRIN2D,TRAF6,VCL,SYNGAP1,IL1RAP,HGF,DUSP16,RASA1,RASA2,RASA3,ACTN2,BRAP,KITLG,CASP1,TAB3,TAB2,TAB1,BTRC,LCK,GRIN2B,GRIN2C,GRIN2A,BRAF,PTPRA,HCK,PPP2R5C,HAVCR2
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	R-HSA-193775	Reactome	SLC27A5,CYP8B1,CYP46A1,AKR1D1,PTGIS,CYP27A1,AMACR,HSD3B7,CYP39A1,AKR1C4,SLC27A2,AKR1C1,AKR1C2,AKR1C3
Noncanonical Wnt signaling pathway	wnt_noncanonical_pathway	PID	NFATC2,ARRB2,YES1,FZD2,FZD5,FZD6,FZD7,MAP3K7,ROR2,DVL2,DVL3,DVL1,MAPK8,MAPK9,SETDB1,RAC1,DAAM1,CAMK2A,PPARG,PRKCZ,FLNA,RHOA,NLK,CSNK1A1,CHD7,TAB2,TAB1,ROCK1,MAPK10,WNT5A,CTHRC1,CDC42
FRS-mediated FGFR3 signaling	R-HSA-5654706	Reactome	NRAS,SPTB,SPRED1,SPRED2,SPRED3,ARAF,RAPGEF2,RASAL1,RASAL3,RASAL2,EGF,PEBP1,CALM2,CALM3,CALM1,GRIN1,FGFR1,FGA,FGB,CUL3,ERBB2,ERBB3,SHC1,SHC2,SHC3,CAMK2D,CAMK2G,CAMK2A,CAMK2B,NRG1,KITLG,FGFR2,FGFR3,KRAS,SOS1,FN1,PPP2CA,PHB,PTPN11,PPP2CB,AKAP9,CSF2,KIT,PPP2R5B,UBA52,GRB2,UBB,UBC,LAT,RBX1,CSF2RB,RASGRP3,CSF2RA,APBB1IP,RASGRP4,SPTAN1,HRAS,RPS27A,ITGB3,FRS3,FRS2,KBTBD7,JAK2,JAK3,NF1,JAK1,KSR1,KSR2,ANGPT1,EREG,FGG,RASGEF1A,CSK,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,DLG4,PPP5C,BTC,PPP2R5D,PPP2R5E,VWF,IL17RD,FGF22,PPP2R5A,LAMTOR2,LAMTOR3,PDGFRB,PDGFRA,TLN1,RAP1B,RAP1A,SPTA1,RASGRP1,ARRB2,ARRB1,CNKSR2,RAF1,NCAM1,TEK,MAPK3,ITGA2B,CNKSR1,RASA1,HBEGF,FGF19,MAPK1,DUSP9,DUSP8,MARK3,DUSP5,DUSP4,DUSP7,FGF10,FGF17,FGF16,DUSP2,SRC,IL5RA,PAQR3,DAB2IP,IL3RA,IL2RA,IL2RB,DUSP6,RASGRF1,RASGRF2,IL2RG,DUSP1,IRS1,IRS2,KL,IL5,IL2,IL3,PPP2R1A,PPP2R1B,PTK2,EGFR,MAP2K2,MAP2K1,WDR83,SPTBN5,SPTBN4,IQGAP1,SPTBN1,ERBB4,MAP3K11,NEFL,FYN,SPTBN2,PEA15,YWHAB,FGF18,NRG3,NRG2,NRG4,BRAF,PDGFA,PDGFB,PTPRA,KLB,VCL,SYNGAP1,RASA4,DUSP16,DUSP10,RASA2,RASA3,ACTN2,BRAP,FGF23,GRIN2B,GRIN2C,GRIN2A,FGFR4,FGF20,GRIN2D,PPP2R5C
Regulation of PLK1 Activity at G2/M Transition	R-HSA-2565942	Reactome	PPP2R1A,FBXW11,DYNLL1,UBC,SDCCAG8,PLK1,CEP57,RPS27A,AURKA,PLK4,CETN2,NINL,CDK1,PRKAR2B,NDE1,DCTN3,DCTN1,DCTN2,PPP1R12A,CEP164,OPTN,NEK2,SKP1,NEDD1,TUBA1A,DYNC1I2,HAUS2,ALMS1,MAPRE1,CSNK1D,CSNK1E,ACTR1A,UBA52,PPP1R12B,PCM1,CEP192,CEP70,OFD1,AJUBA,YWHAG,YWHAE,ODF2,CENPJ,CLASP1,SSNA1,CEP63,CEP250,CEP41,CUL1,CEP290,RAB8A,FGFR1OP,PCNT,CCP110,DYNC1H1,TUBA4A,PAFAH1B1,CNTRL,BTRC,CCNB2,CCNB1,PPP1CB,TUBB4B,TUBB4A,CEP131,AKAP9,CEP135,TUBG1,TUBB,CEP76,PRKACA,UBB,SFI1,CDK5RAP2,HSP90AA1,BORA,CEP78,CEP152,CEP72,CKAP5
links between pyk2 and map kinases	pyk2pathway	BioCarta	CRKL,HRAS,MAP2K3,MAP2K2,MAP2K1,MAP2K4,RAF1,MAP3K1,JUN,MAPK3,PTK2B,MAPK1,MAPK8,SRC,SHC1,RAC1,PRKCA,PRKCB,CAMK2B,BCAR1,MAPK14,GNAQ,SOS1,PLCG1,GRB2,PAK1
Synthesis of very long-chain fatty acyl-CoAs	R-HSA-75876	Reactome	HACD1,HSD17B12,HACD3,HACD2,HACD4,ELOVL1,ACSL3,ACSL1,ACSL6,ACSL4,ACSL5,ELOVL6,ELOVL7,ELOVL4,ELOVL5,ELOVL2,TECR,TECRL,HSD17B3,ELOVL3
Fatty Acyl-CoA Biosynthesis	R-HSA-75105	Reactome	HSD17B12,OLAH,TECR,FASN,TECRL,HSD17B3,ACACA,SLC25A1,HACD1,HACD3,HACD2,HACD4,ACSL3,ACSL1,ACSL6,ACSL4,ACSL5,ELOVL6,ELOVL7,ELOVL4,ELOVL5,ELOVL2,ELOVL3,ELOVL1,ACLY
CS/DS degradation	R-HSA-2024101	Reactome	ARSB,HYAL3,HYAL1,HEXB,IDS,HEXA,IDUA
Chondroitin sulfate/dermatan sulfate metabolism	R-HSA-1793185	Reactome	HEXB,GXYLT2,CHPF2,HSPG2,VCAN,CHSY3,BGN,CHSY1,AGRN,UST,B3GAT3,B3GAT2,B3GAT1,DCN,NCAN,B4GALT7,DSEL,BCAN,B3GALT6,IDS,CHST9,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,CHST3,DSE,CSGALNACT2,IDUA,CHST7,CSGALNACT1,CHST11,CHST13,CHST12,CHST15,CHST14,ARSB,CSPG5,HYAL3,SDC1,SDC2,SDC3,SDC4,CSPG4,HEXA,CHPF,HYAL1,GXYLT1
EGFR interacts with phospholipase C-gamma	R-HSA-212718	Reactome	CREB1,EGFR,PRKAR2A,PLCG1,PRKAR2B,ITPR3,EGF,CALM2,CALM3,CALM1,PDE1C,PDE1B,PDE1A,CAMK4,ADRBK1,PRKCA,PRKCE,PRKCD,PRKCG,PRKAR1A,PRKAR1B,ITPR2,AHCYL1,ITPR1,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,PRKACG,PRKACA,PRKACB
Olfactory Signaling Pathway	R-HSA-381753	Reactome	OR52B2,OR52B6,OR52B4,OR10T2,OR13H1,OR2L5,OR2L2,OR2L3,OR2L8,OR14K1,OR12D2,OR12D3,OR5AK2,OR7D2,OR10S1,OR9I1,OR7D4,OR5J2,OR13C4,OR13C5,OR13C2,OR13C3,OR52K1,OR52K2,OR13C8,OR13C9,OR5A2,OR5A1,OR2L13,OR1B1,OR5D18,OR2W3,OR5D13,OR5D14,OR2W5,OR5D16,OR4K17,OR1I1,OR5AR1,OR2AP1,OR52A4P,OR14C36,OR8D4,OR4E2,OR4E1,OR4K5,OR4K1,OR4K3,OR4K2,OR2H2,OR2H1,OR6Y1,OR2A1,OR4L1,OR2A2,OR2A5,OR2A4,OR2A7,OR2T34,OR2T35,OR1N1,OR4F15,OR4F16,OR4F17,OR4C46,OR4C45,OR6K3,OR6K2,OR6K6,OR14A16,OR8S1,OR6P1,OR10P1,OR1N2,OR51D1,OR2S2,OR5W2,OR11G2,OR6B1,OR6B2,OR6B3,OR52L1,OR14A2,OR2G3,OR3A1,OR3A2,OR3A3,OR13F1,OR2F1,OR6C65,OR2F2,OR6C68,OR2Z1,OR52Z1,OR1G1,OR8H1,OR8H2,OR8H3,OR5P3,OR5P2,OR51Q1,OR2D2,OR2D3,OR9A2,OR10K2,OR10K1,OR5M9,OR9A4,OR51J1,OR5AC2,OR5AC1,OR4A4P,OR10G9,OR14L1P,OR2T12,OR4A47,OR2J1,OR6T1,OR1P1,OR6F1,OR5K4,OR5K1,OR5K2,OR5K3,OR52H1,OR4C15,OR4C16,OR4C11,OR4C13,OR4C12,OR1Q1,OR10AD1,OR1F12,OR5B3,OR5B2,OR2AG2,OR2AG1,OR51G2,OR1C1,OR51G1,OR2V1,OR2V2,OR5T1,OR5T3,OR5T2,OR8D1,OR8D2,OR6A2,OR4P4,OR2A12,OR2A14,OR4C5,OR1J4,OR1J2,OR1J1,OR10G7,OR10G6,OR10G4,OR10G3,OR10G2,OR5AK3P,OR10G8,OR1D5,OR1D4,OR1D2,OR4D9,OR2Y1,OR4D1,OR4D2,OR4D5,OR4D6,OR8K1,OR8K3,OR8K5,OR2K2,GNB1,OR2AJ1,OR6X1,OR10H2,OR10H3,OR10H1,OR7A5,OR10H4,OR10H5,OR2T29,OR5AN1,OR2T27,OR4C6,OR4C3,OR10Z1,OR52D1,OR14I1,OR2W1,OR6S1,OR4Q3,OR4Q2,OR5F1,OR10Q1,OR5H6,OR5H1,OR5H2,OR8A1,OR6C3,OR10AG1,OR6C2,OR1F2P,OR11H1,OR52M1,OR6J1,OR13A1,OR4X1,OR4X2,OR11H6,OR6C75,OR6C74,OR6C76,OR6C70,OR3A4P,OR10C1,OR11H4,OR51B5,OR51B4,OR51B6,OR51B2,OR8G5,OR10J6P,OR8G1,OR8G2,OR52R1,OR10D4P,OR4N2,OR2G2,OR2G6,OR4N4,OR4N5,OR7A2P,OR10D3,OR51I1,OR51I2,OR10V1,OR13J1,OR5M10,OR5M11,OR9K2,OR4D10,OR4D11,OR8B3,OR5L1,OR5L2,OR52I2,OR52I1,OR5C1,OR10AC1,OR8U9,OR8U8,GNAL,OR6N1,OR8U1,OR51F1,OR51F2,OR1L8,OR1L4,OR1L6,OR52W1,OR1L3,OR2A25,OR52N4,OR52N5,OR52N2,OR5AP2,OR52N1,OR13D1,OR1K1,OR1E2,OR51M1,OR1E1,OR1F1,OR4K15,OR4K14,OR7A10,OR7A17,OR4K13,OR8J2,OR8J3,OR8J1,OR2I1P,OR2J2,OR2J3,OR4A16,OR4A15,OR51S1,OR9G4,OR9G1,OR2AK2,OR9G9,OR5H15,OR5H14,OR2T10,OR2T11,OR51T1,OR52L2P,OR2C3,OR2C1,OR4B1,OR52E6,OR52E5,OR52E4,OR52E2,OR52E1,OR5B12,OR5B17,OR52E8,OR2M5,OR2M4,OR2M7,OR2M3,OR2M2,OR14J1,OR7E24,OR6N2,OR5G3,OR7G2,OR7G3,OR10R2,OR7G1,OR51A4,OR5I1,OR2T6,OR51A2,OR1A1,OR52J3,OR6M1,OR2AE1,OR2T1,OR1L1,OR2T8,OR1A2,OR2T7,OR2T4,OR2T5,OR2T2,OR2T3,OR51A7,OR9Q2,OR9Q1,OR56B2P,OR5R1,OR11L1,OR5AS1,OR56A5,OR56A4,OR56A3,OR56A1,OR4F3,OR4F6,OR52P1P,OR4F5,OR51H1,OR2B11,OR52A1,OR52A5,OR6V1,OR7C2,OR7C1,OR4M2,OR4M1,OR5M8,OR5B21,OR5M3,OR5M1,OR11A1,OR4F29,OR1S1,OR1S2,OR4F21,OR10X1,OR51V1,OR6Q1,OR4S1,OR4S2,OR10W1,OR2B8P,OR51E1,OR51E2,OR1M1,OR8B2,OR11H2,OR6C1,OR11H7,OR6C6,OR8B4,OR6C4,OR8B8,OR5V1,OR2T33,OR13G1,OR10A3,OR10A2,OR10A5,OR10A4,OR10A7,OR10A6,OR5AU1,OR51L1,OR9A1P,OR2W6P,OR2A42,OR8I2,OR8B12,OR2AT4,OR10J4,OR10J5,OR10J1,OR10J3,OR5AL1,OR4F4,OR56B4,OR56B1,OR4A8,OR2B6,GNGT1,OR2B2,OR2B3,OR4A5,OR1E3
